review	sentiment
	 b'visuals production film incredibly imaginative action sequence different fun story not great also not like many movie film uniqueness set apart typical summer action	2
	 b'max accompany woman try rescue pregnant concubine despotic ruler doubt action sequence well-choreographed mildly entertaining important part film story one not get start thirty minute character development sloppy uneven unnaturally rush example suppose believe frenetic war boy abandon blind faith one embarrass play fact get stare girl eye two minute must eye reason story important especially action film audience must keep suspense action sequence end doubt survive question not entertain film hero not think not get gender politics understand film put woman position power stand sex slavery depiction woman progressive many film genre great reason film get one star instead half overall story weak chase sequence world not rescue weak story	0
	 b'consider wave terrible scifi sequels or remakes fire way past year terminator robocop total recall etc fury road success pleasant surprise take lot very dystopian post-apocalyptic sensibility put modern context relevant storytelling characterization heavy play social theme make compelling tale but barebones relentlessly unforgiving visuals make thrill ride world mad max sand dune angry people automobile though very little screen time miller manage convey very elaborate society full warrior folk caste system cultural or religious custom intrigue not visually iconic let also not forget cast character represent variety minority without feel like force item phenomenal performance charlize theron breathe badassery furiosa manic nux play hoult seem best way bring back strong silent type hero fact keep silent would guess hardy skip max quarter look grunt single syllable word love end day fury road nonsensical visceral action pack adventure bunch rebel fight system but also intelligent character study splash social commentary folk large life max others victims or villains turn hero furiosa breeder nux ever appreciate cheer enamor namor amor spectacle	2
	 b'thirty year since last instalment mad max franchise tom hardy take stellar role helm mel gibson take character unseen height george miller definitely wait perfect time release picture come age every action film relies cgi display perfect balance practical effect action piece film breathtaking behold everyone film give shot fuel franchise believe dead long ago two main question people ask picture live original trilogy welcome newcomer say not view original film order know go but definitely not attract people clue mad max fury road breathtaking spectacle good see long time but little short character really care everything go end film realize definitely spectacle substance but spectacle incredible almost overshadow bad upon every single viewing end say something never say movie flawless film many issue brain go nuts viewing film love plan see please theatre worth mad max fury road	2
	 b'impressive action pretty much throughout but leave theatre pretty mehhh overall every awesome thing think three weird thing tell movie hear fan original may get lot one people	2
	 b'george miller mad max fury road hold bound trek across desert landscape lovely day litter little character buildup paper thin plot-line hour adventure go off-road ton vehicle carnage enough story detail need but ultimately setup next incident fury road violence erratic top highly entertaining good combination well real vehicle demolishing come advertised much go film manage leave want even tom hardy man word wonder film belongs charlize theron nicholas hoult follow step seriously film could call furiosa road secret mad max fury road	2
	 b'visual treat start finish costume stunt action every scene burst vitality not forget sound wow cinema make great franchise back screen but could do minute shorter	2
	 b'good heaven awful plot character development point nothing but pair long chase	0
	 b'exciting nonstop thrill story begin end	2
	 b'let preface say not fan mad max bore mad max almost bore road warrior underwhelmed hear hype mad max fury road one great movie ever make cinematic masterpiece give rush sometimes need break slow heartbeat honestly not get maybe hype behind movie see see fury road see watch fury road something spectacle action good look damn right car carnage wasteland incredible look guy flamethrower guitar but not want stand see movie main thing look watch movie like combination excite engage action well good story movie lack story part simple not lot wasteland inhabitant make interested furiosa get arm imorton joe rise power people max haunt people stick context give not interested not care furiosa badass yes but cool not care know little addition mad max fury road spectacle nice look but really	1
	 b'post-modern feminism post-apocalypse good but not great would rat bad not cool vehicle bit	1
	 b'impressive visuals interesting female character but overall find rather unpleasant ultimately rather tedious	1
	 b'one time favorite movie constant action drama highly recommend	2
	 b'mad max fury road one best action film ever see genuine work art might one top contender oscar best picture also definitely deserve get recognition use vfx fx x  '	2
	 b'not ready hail masterpiece everyone else call but mad max fury road still hell film needle say action awesome but performance fantastic work hand hand narrative theme charlize theron furiosa	2
	 b'set design everything miller want previous one hardy	1
	 b'great movie watch	2
	 b'very disappointing character building felt like	0
	 b'think tom hardy know costar film charlene like wounded animal fight last breathe not help but captivate performance start end take	2
	 b'mad max fury road new king action movie	2
	 b'maybe line dialogue lot explosion	1
	 b'post-apocalyptic film hit miss but mad max fury road best action chase scene put film 21st century tom hardy breakthrough action star along recent success dramatic actor go win oscar point george miller write direct film well anyone even love woman overshadow men action scenes	2
	 b'post-apocalyptic warrior hell hang artistic respect world still gas barely register empty even without mel gibson	0
	 b'great movie love fact traditional method special effect use like new star war movie but felt not totally live hype people give great but not best	2
	 b'think action movie genre really could not anything else new different prove entirely wrong intense action typical style concrete story make worthy installment mad max series	2
	 b'decent action movie but think miss essence make original one great ***film making not try make action film realistic but rather like parody millennial generation probably prefer film original mad max film done real stunt men real heavy duty stunt not computer generate jinn-joint inn-joint nn-joint stunt	1
	 b'franchise 'franchise franchise original	2
	 b'guess pretty decent but hop something mel gibson version far superior	1
	 b'first minute seem super crack begin accept start like end laugh maniacally ridiculously top stylized violence thoroughly entertain sad sadistic way positively ositively sitively hilarious	2
	 b'two hour insanity miller prove king gonzo high-profile action movie towering owering cinematic	2
	 b'mad max fury road improve upon predecessor fourth round breathtaking action writer-director george miller find peak bring back life road warrior whole new cast deliver bright performance year hardy great but theron own show iconic furiosa shall remind compelling	2
	 b'fantastic action movie spoil action movie see twice theater home still love	2
	 b'cant get enough movie pretty much think overall today movie garbage dont make way use but movie punch face doesnt let thank george make great piece	2
	 b'surprisingly worthy sequel original series director capture ambiance desolate mad max universe excellent photography music action scene very good but	2
	 b'mad max fury road best movie 2015 hand one movie get good well viewing perfect example action movie	2
	 b'preface never see mad max movie everyone tell watch would love forth honest first minute clue get little overwhelming type movie throw world explanation always throw minute but say suck 100 suck 1000 society almost everyone sick furiosa become woman power flame throw guitar question still swirl around brain but moment could care less simply along ride visuals absolutely stunning sandstorm beginning holy hell act main character point charlize theron queen chase scene last half hour incredibly stress best way possible storyline deep typical action movie could honestly keep go would love watch understand everything dive along ride	2
	 b'enjoy every second	2
	 b'best movie 2015 hand fun year	2
	 b'pointless snuff film not miss anything	0
	 b'one favorite movie year possibly time movie stylistically visually beautiful really great world-building movie love subtly incorporate viking or nordic cultural influence mad max post-apocalyptic universe actually not huge fan tom hardy likewise also not blow away charlize theron acting movie however movie beautiful could not stand give movie resound 5/5 /5 5 star	2
	 b'find movie incomprehensible stupid rescue two star level stunning art design supposedly post apocalyptic world but back story present create context character motivation mad max get kidnap strap front vehicle watch car blow not much go maybe movie charlize theron character explain try get back home eventually need return movie start bizarre king crazed punk siren slave whose presence appear little context people spray paint one truck wonderful rock guitarist strap front whose axe shoot flame neck go two quarter hour however way visuals conceive stun home city mammoth level string hyper-industrial styled gear muscular percussionist pound something reason look cool but	0
	 b'epic epic thats make action	2
	 b'far action film hand one best time book nothing amount fast-paced action today standard many company rely cgi stuff amazing see director or film finally take bold step make action film good ole fashion way real stunt actor george miller really knock one park not mention great performance hardy theron	2
	 b'excuse video game	0
	 b'era action movie rely heavily cgi refresh see movie like mad max film great combination story character development stunt action top	2
	 b'boring mindless run across desert reason shallow meaningless character weird stupid setup nothing believable	0
	 b'artsie fartsie whack crap wonder nominate best picture academy whack movie film not remake run far away	0
	 b'well original mel gibson array powerful female character great action movie but not best	1
	 b'fun action-packed movie	2
	 b'sure bad movie see year	0
	 b'boring zero plot story turn-off brain want watch	1
	 b'went not know expect really get lot bargain really powerful visual film intense underlying message very fast pace highly action-packed incredibly hardcore very interesting	2
	 b'mad max fury road continuation previous mad max think pretty darn good watch mad max sit go like witness never see mad max reaction everything mad max universe different special bringing back miller far best decision without movie would not anything close miller make movie feel like original mad max film weird skull guy bad as car post apocalyptic wasteland great thing mad max character charlize theron play furiosa girl steal precious cargo main villain immortan joe follower charlize theron furiosa highlight movie interesting impactful character screen fury road ultimate thrill ride definition good action movie action sequence visual effect beautiful amazing every shot real get look spectacular definitely one best look film year movie alive bright make hard keep eye screen not want miss anything big flaw mad max sadly tom hardy portrayal max not feel performance strong enough energetic like character but overall love fury road action scene amazing awesome character extremely well direct fun watch mad max action movie	2
	 b'ish character build even give second thought people not even close first mad max movie	0
	 b'mad max fast furious	0
	 b'yes see oscar nominated brilliant post-apocalyptic action thriller	2
	 b'action masterpiece narrative stunt work performance top incredible action plot back one best action movie	2
	 b'po apocaliptical very theatrical broadway dry angry fast furious show like beath take action scene	1
	 b'amazing visually but nearly constant	1
	 b'mad max new masterpiece infamous mad max movie franchise george miller return year direct movie evey certain movie become milestone great action film 1981 raider lost ark 1988 die hard1991 terminator judgemtn day 1999 matrix 2008 dark knight 2015 mad max fury road movie absolutely incredible unbelievable rivet beautifully chaotic desructive without question best action movie decade movie past year come close masterpiece term practical effect stunt work visual effect sound editing cinematography direct minimalistic yet effective storytelling qorld-building everything need know character tell action decision heavy hand exposition pacing something world extremely super crazy yet super awesome time story nothing complez still serve purpose rightfully without forced scenery	2
	 b'horrifically gorgeous beyond phenomenal mad max fury road incredible aspect make 2015 year success cinematic experience	2
	 b'one best movie	2
	 b'lot great top action	1
	 b'total nonstop action movie many flawin scene animation look 80s plot average dialogue not very good overall high costed average movie	1
	 b'simply not understand audience score high movie extremely monotonous little story truly felt dumber watch like original mad max beyond thunderdome not much but still head shoulder one visually amazing question but story dialog barely	0
	 b'really desire see movie first actually never saw mad max film but saw trailer blow away immediately become intrigued look visuals action look like everything want see action movie watch film felt ashamed never saw mad max film fury road awesome adrenaline-filled rush feel like take nap watch entire movie like one big chase first not think much saw fun heart-pumping thrill ride not think much story not enough exposition understand character think maybe part franchise not see film but multiple viewing saw tell story whole time tell visual medium film not contain much dialogue need follow story visuals immediately understand character world live film also surprising amount feeling emotion help feel character add sense humanity film say people would not like film not handle kind action never see mad max film but even people never see mad max movie like still find lot enjoyment know mad max fury road fun year sure please fan	2
	 b'excellent writing great acting wacky playful tone amaze visuals film action-adventure post-apocalypse car-chase film mad	2
	 b'brilliant addition classic franchise manages reboot new lead actor continue excellent story tom hardy fill max perfectly rightly play man word but dark past plain really furiosa story wonderfully play charlize theron forget max essentially mysterious stranger show reluctantly save day film since road warrior still best franchise rest cast also excellent particularly hugh keays-byrne villainous imortan joe behind camera george miller craft brutal yet beautiful vision apocalypse like never see action sequence breathtaking make do real stunt people craft original world complete religion witness fast become popular sci-fi phrase vehicle costume joe monstrous sight not one best action movie year but best film	2
	 b'great action movie compromise relentless political correctness	2
	 b'hard believe film high rated film 2015 wife stop watch minute watch whole thing but	0
	 b'milestone action movie george miller bring live post apocalictic universe	2
	 b'welcome monster truck dont really understand insane rating movie get movie hour long action sequence much hour already tire	0
	 b'although won audience critic alike world not definitive mad max film likeable cast head dystopian piece pack full beautiful cinematics jaw clench action sequence yet despite leave film feel lack awe inspiration part due tiresome plot act prophetic odyssey but instead frames consistent action pursuit romp although play talented hardy find titular lead underwhelming underdeveloped feel less hardy performative effort characterisation script plot may part nostalgic attempt miller homage previous incarnation unfortunate side-effect emphasis theron furiosa whatever reason find underwhelming nature original iconoclast character great departure gibson lunatic apocalypse cop major ruin piece whilst certainly good movie one not help think not worth people	2
	 b'cinematic heavy metal	2
	 b'movie amaze acting great but star movie practical effect beautiful film mostly action plot interest george miller come retirement make movie thank get movie	2
	 b'awful cash far superior mad max	0
	 b'terrible storyline hr wait real movie	0
	 b'not big fan story line movie but put aside special effect movie like watch avatar first time amaze also long time hero movie woman automatically add different effect meaning story but also make 100 good	2
	 b'would 5-star rating but give half star guitar-playing scene cringeworthy thing ever	0
	 b'modern world cgi trash masterpiece come come forth movie use epic visuals shire kickassery say cant help but notice originality post apocalyptic world depth remind tolkien say lot mean seriously would write short novel stupid sword love every aspect movie hope george miller	2
	 b'not find particularily engage story level action technically mesmerizing find new creative way show destruction movement film terrifically well shot edited enthusiastically recommend merely uniquely	2
	 b'weird not sure everybody love	0
	 b'george miller fury road full car chase fact whole film hyper presentation mad max world miller start actually deal editing vehicle chase early mad max movie film speed literally order keep pace definitely lose sense rational chase remember wild special effect tom hardy passable mad max although could man fight way dystopian society charlize theron add touch heroine piece relish would make sigourney weaver alien proud yet keep say film nominate film like spotlight revenant certainly well make though not think warrant nomination love george miller eye detail hire mega team handle focus detail show early film favorite would babe story pig life yet picture beyond cecil demille butt knock floyd wall approach know good guy people save bad guy work way end afterwards feel assault theatre intensity turn super high leave breathless roller coaster ride movie yet leave theatre not know care much character want explore max psyche persona much like clint eastwood man name age video game would hope detail would not lose case lose design movie fantastic special effect makeup present not help but admire technical artistry hope would heart lurk somewhere technical achievement	1
	 b'watch one curious new mad max end disappoint nothing impressive actor play plot not worth keep dvd digital copy	0
	 b'much action almost forget people talk see road trip	0
	 b'creative exciting visually dazzle totally insane amazing performance charlize theron tom hardy mad max fury road showcase george miller direction serve proof movie action deep emotional funny time leave audience edge sits every second	2
	 b'mad max fury road bizarre expertly craft film boast amazing stunt fast-paced oil-fueled action sequence build	2
	 b'movie 'movie movie sensational	2
	 b'mom boyfriend saw say silly know think think not give rating way high not think great not good expect like little bit but tom hardy plot explosion best viewing effect not much acting part movie feel like leave movie theatre copying rebel but see walk leg shake shock see movie think rest movie would horrible make wan give rotten tomatoes website let focus positive thing hear stun indeed bravery dismandable filmmaking let tell plot gone horribly wrong story action acting really really good score opinion 67/100 7/100 /100 100 '	2
	 b'film look great win less oscar due look screen story basic cast not challenge put good performance but still very enjoyable film	2
	 b'highly stylized action pack bloody gory over-the-top film probably appeal majority 30-year-olds spend lot time play equally bloody video game story pretty basic woman escape hell look liberty life return kill evil ruler main henchman start anew top babe almost say almost remember apocalyptic future time hope feeling accidental saviour romance many horrific destructive fight scene fight overdone frenetic pace surprise involve not merely die heart attack but get general idea film go bossman babe dead one henchman cut dead mom open see baby alive upon find dead almost baby brother almost baby brother tossed aside like much dead meat time antic death squad silly almost comical spray teeth chrome allusion love shiny vehicle worship hope battle death take via glory valhalla often silly even unnecessarily abusive film convey story little import mean little unless aspiring death squad raise look take bos man glory victory	1
	 b'first heard movie look bad but first saw agree people movie one best year	2
	 b'not believe anyone rating movie star awful movie less mediocre acting like	0
	 b'not best picture but really cool visuals well do action sequence not one really watch multiple time but one time view	2
	 b'anticipation high academy award nomination best picture almost 100 critic score rotten tomato imdb charlize theron great review but fun stop dud despite action story woman rebel tyrannical ruler post apocalyptic australia search homeland help group female captive psychotic worshiper setting drifter name max guess great memory original movie thing george miller great thing ever especially super duper never-ending car chase point back fill fight scene flat character supermodel turn wannabe-actresses almost mute protagonist else expect schizophrenic writer or director not create mad max franchise nearly forty year ago but whose last three write direct credit babe pig city happy foot guess expect much even much garbage pollute big screen day one not rise big budget muck get enjoy entertainment not even go waste word one sorry not get shame make almost half billion dollar box office surely year next pro lot hypecons everything elseverdict lseverdict severdict avoid	0
	 b'although quite grotesque style imagery something rarely like cinematographic storytelling term highly refine not like first introduction fell flat scene felt sped-up weird also felt world felt absurd comic-y indeed film not shy away fact actually embrace character felt real motivation felt real enough eventually draw despite absurdity setting respect yes gruesome scene violence but not focus first mad max film assume flashbacks or hallucinations somehow connect previous film happily not overuse plot not hinge entirely upon even newb like enjoy film	2
	 b'fury road illustrate far mad max story evolve devolve viewer would attest upstream first mad max unique exhilarate dystopian nightmare semi-horrific road rage film encapsulate raw brutishness australian collective consciousness 1970s remember not make long aboriginal first land people gain right vote truck engine size car roam aussie road roadside eucalyptus tree big american copy ford car wrap around tree make look like tinsel aussie christmas tree set blinding heat dust outback one could forgive feel like george miller film even outside cinema australian reality time fury road jerry bruckheimer-ish feel australian model act like gang banger zoolander walk catwalk david bowie wince garish derelict ozzie-style clothing but film somehow capture audience seek solace cinema ever-present real thrill spill dominant paradigm daily worldwide terrorism errorism rrorism event	0
	 b'visually spectacular but boring chase film	0
	 b'easily best accomplished film 2015 george miller create masterpiece truly transcend action genre	2
	 b'wow insanity not sure even say	2
	 b'great action film little story but enjoy every moment prefer original but feeling great acting use practical effect	2
	 b'another mark apocalypse literally descend upon motion picture academy mad max fury road get oscar nomination include best picture sorry but see film fast furious fright wig kiss makeup acting charlize theron one arm shaved head snarl everybody great film come australia last year pick profound apology trumbo steve job danish girl especially straight compton piss poor entertainment politics come back doomsday forgiven orgiven rgiven given '	0
	 b'miss first minute movie not make difference think documentary making movie would interesting actual movie	0
	 b'one many never see mad max film not expect much blow away regard max max insanity silver screen chaotic action go surprisingly quiet peaceful quiet pacing excellent tom hardy play max man little word but many action capture imperator joe war boy enslave force give blood keep sick war boy alive make strong hardy lead name feel two best performance actually charlize theron fierce imperator furiosa nicholas hoult nux endearingly reverent war boy despite performance miller vision far make film rousing success mad max white-knuckle excitement high octane would hard press deny much fun	2
	 b'best film 2015 maybe	2
	 b'absolutely nut visual auditory spectacle anyone saw trailer movie get idea come see mad max fury road viewer besides ardent fan remember perhaps even alive last film come three decade ago but fury road surely push dig one retrace history series tom hardy charlize theron fantastic action scene fun exciting watch however attempt fully describe experience watch mad max impossible task watch first viewing appreciation emotional heart film not hit hard apparently others however give another come grasp heart message one entertaining watch *guitar riff* iff* ff* f* '	2
	 b'along american sniper- best movie year fill action fun movie watch	2
	 b'shockingly bad- particularly consider attention get character thin barely believable moment acting good part- writing dialogue ultimately directing story arc simple- not necessarily bad thing action movie- but action virtually every character far believability track quickly become jumbled mess director obviously interested create visually stunning string intense scene good story cut seven minute	0
	 b'not exactly full cup tea but not bad film deserve oscar nomination others not think however george miller great job special effect action scene tom hardy not bad but theron star film very well do but not favorite movie	2
	 b'rat movie hard completely not get whole mad max thing try old movie since highly review bore try update version queue two month bore yes visuals fantastic charlize theron fantastic course but could not get past shallow silly whole premise sure irony popcorn flick mass not exactly difficult follow not despite manic action sequence bore soon say go way back start simply not patience nonsense blow could care less end rate story like maybe half star but give charlize screen presence mixed high budget style cgi worthwhile look despite story line not forget mention nicholas hoult officially seal title world endearing zombie ombie mbie bie '	1
	 b'overrate 'overrate overrate predictable	1
